latitude,longitude
25.4556369,-80.4746519
25.4689608,-80.4724436
25.4722295,-80.4769125
25.4842645,-80.4614538
25.4997587,-80.4078687
25.513183,-80.432664
25.538633,-80.371416
25.559034,-80.333689
25.5810878,-80.3630734
25.587174,-80.360633
25.5898187,-80.3616465
25.5901036,-80.36187
25.59034123,-80.36232242
25.59045506,-80.3623425
25.5914735,-80.3772027
25.59711559,-80.37662009
25.5986959,-80.3514655
25.6031609,-80.3502306
25.6031609,-80.3502306
25.606123,-80.350305
25.6066781,-80.3476304
25.6077442,-80.3500636
25.631555,-80.404272
25.6354017,-80.3379553
25.6428812,-80.4123772
25.6443281,-80.4145437
25.652228,-80.4123513
25.6528757,-80.4112404
25.6558143,-80.4265586
25.6558143,-80.4265586
25.6589,-80.4067
25.6599382,-80.43280687
25.6721828,-80.3713617
25.6825053,-80.316096
25.6828732,-80.3144737
25.6832162,-80.3134039
25.684367,-80.3138309
25.68548793,-80.38362876
25.6857001,-80.4023334
25.6875371,-80.3651722
25.6901583,-80.3142867
25.6901911,-80.3132992
25.6903047,-80.3138246
25.6903047,-80.3138246
25.6903047,-80.3138246
25.69344428,-80.30129489
25.6962581,-80.299275
25.69826423,-80.44607044
25.6996879,-80.455573
25.701495,-80.3823469
25.7015736,-80.3539997
25.7015761,-80.3539272
25.70194,-80.357556
25.7038331,-80.360297
25.7039543,-80.3343054
25.714042,-80.417137
25.714042,-80.417137
25.7143625,-80.610489
25.7143625,-80.610489
25.7145073,-80.4120431
25.72149,-80.2683838
25.7253172,-80.2632791
25.7293748,-80.4111428
25.7293748,-80.4111428
25.7294603,-80.4155208
25.73113632,-80.41540527
25.7325659,-80.3407299
25.732719,-80.3408469
25.7328712,-80.332433
25.733085,-80.350216
25.73322906,-80.33348702
25.7333555,-80.3454055
25.7333873,-80.3014016
25.7339943,-80.2898484
25.7360194,-80.3157397
25.7403648,-80.2359654
25.7481616,-80.3129229
25.74888395,-80.30392332
25.7493525,-80.287508
25.7496309,-80.253511
25.750023,-80.2464258
25.75073914,-80.23159675
25.7508272,-80.2316195
25.7508912,-80.2155174
25.7608625,-80.425253
25.7608626,-80.4104597
25.7615706,-80.3268272
25.7626848,-80.3149843
25.7627129,-80.3168838
25.7631243,-80.3117482
25.763281,-80.306335
25.76422368,-80.27293481
25.76433782,-80.27274169
25.764772,-80.31416
25.766373,-80.19372
25.7663744,-80.1936214
25.7667897,-80.2070328
25.7674432,-80.1936713
25.76801155,-80.37653484
25.7684605,-80.364921
25.7701567,-80.3148809
25.7704226,-80.3077827
25.771443,-80.272409
25.7736839,-80.1918418
25.774463,-80.1909417
25.7757749,-80.1337114
25.7757749,-80.1337114
25.77748361,-80.18472379
25.7777472,-80.13363045
25.7784551,-80.1864946
25.778599,-80.132436
25.7788172,-80.2669659
25.7788172,-80.2669659
25.7795471,-80.2449627
25.7800916,-80.1329092
25.7824615,-80.1314677
25.7848887,-80.335336
25.786635,-80.1320189
25.7868113,-80.3654026
25.78684543,-80.12965668
25.7872017,-80.3689783
25.787227,-80.219775
25.788048,-80.365251
25.7884601,-80.131574
25.7889558,-80.13192
25.7899246,-80.33237
25.7900531,-80.2311851
25.792186,-80.4138451
25.7933564,-80.188805
25.7960065,-80.3195468
25.7963657,-80.3194715
25.7965035,-80.3521038
25.797183,-80.198722
25.7972246,-80.3135221
25.797953,-80.37517
25.7989511,-80.204541
25.802693,-80.188792
25.805535,-80.207702
25.8083347,-80.3238216
25.80924321,-80.23160867
25.80947053,-80.19092116
25.810636,-80.326429
25.8111611,-80.38185139
25.8138866,-80.1283145
25.8140578,-80.1272295
25.816281,-80.188832
25.816761,-80.188958
25.818687,-80.224052
25.8208265,-80.3256009
25.8208265,-80.3256009
25.8220401,-80.2810659
25.8249045,-80.2813333
25.8253329,-80.19785165
25.8434247,-80.1845988
25.847521,-80.303715
25.84812,-80.289867
25.8482807,-80.1845975
25.8547406,-80.1315401
25.8551601,-80.1289634
25.8551601,-80.1289634
25.8551601,-80.1289634
25.8554379,-80.120633
25.8561012,-80.184881
25.8663754,-80.2425039
25.86710167,-80.30605316
25.87397005,-80.24241192
25.8759526,-80.1693067
25.8759526,-80.1693067
25.87600117,-80.16864691
25.883827,-80.339204
25.8892396,-80.1551633
25.8909525,-80.1636374
25.8949971,-80.1621394
25.9004384,-80.1602772
25.9016477,-80.1598215
25.9035076,-80.3319118
25.90426665,-80.34135899
25.9094122,-80.1581528
25.9102963,-80.3311992
25.9140298,-80.3260676
25.9140298,-80.3260676
25.924387,-80.2840392
25.9256913,-80.1642691
25.9258798,-80.1671785
25.92595741,-80.16647726
25.9262429,-80.1565473
25.9262429,-80.1565473
25.9262429,-80.1565473
25.9263362,-80.1565356
25.9282093,-80.3096643
25.9286719,-80.1930392
25.9286969,-80.1913924
25.9360987,-80.1208253
25.9410803,-80.3222517
25.9413806,-80.2318886
25.941858,-80.32441
25.943008,-80.162376
25.94313935,-97.45096877
25.945931,-80.1646259
25.945931,-80.1646259
25.9487504,-80.1484757
25.94944494,-80.14452732
25.9527709,-80.1490328
25.9534266,-80.1198118
25.953976,-81.7257191
25.9549793,-80.2453618
25.9639686,-97.5057398
25.964197,-80.1703
25.96715711,-80.14601075
25.9673214,-80.1455198
25.97750008,-80.29576184
25.9802545,-80.3168668
25.9848929,-80.1398366
25.9853416,-80.1528766
25.9854742,-80.1579177
25.9866495,-80.163152
25.994566,-80.14196
25.9989037,-80.1428158
26.006998,-80.394262
26.006998,-80.394262
26.0072069,-80.2911981
26.007614,-80.2965244
26.00765847,-80.27497262
26.008959,-80.210057
26.0089749,-80.2505722
26.0089749,-80.2505722
26.00941972,-80.38949437
26.00941972,-80.38949437
26.0095449,-80.2365535
26.0102631,-80.1472778
26.010504,-80.30081
26.010504,-80.30081
26.010966,-80.1552065
26.0110241,-80.1504951
26.0112127,-80.2482666
26.0114468,-80.2482749
26.0135652,-80.1436412
26.0177981,-80.2103823
26.019299,-80.14357
26.0202125,-80.2490584
26.022467,-80.264927
26.0270429,-80.2489123
26.0296255,-80.3082571
26.0315038,-80.296838
26.041243,-80.2456722
26.041243,-80.2456722
26.0458583,-80.2079551
26.0459278,-80.2517654
26.0459471,-80.2362573
26.0461197,-80.2250248
26.0461356,-80.2244742
26.0472405,-80.1533961
26.047471,-80.2020019
26.047471,-80.2020019
26.0478884,-80.1650136
26.0479265,-80.1681855
26.048927,-80.154022
26.0562962,-80.1435359
26.0585845,-80.3460352
26.058642,-80.211507
26.06036468,-80.2513789
26.0617168,-80.20732316
26.0622013,-80.18960014
26.0622998,-80.1881647
26.06387901,-80.2539126
26.0743243,-80.2106251
26.075508,-81.7185643
26.07596488,-80.23730278
26.0917562,-80.2513548
26.092255,-80.2514928
26.092508,-80.167626
26.09301545,-80.13128132
26.0931041,-80.1367176
26.0931089,-80.136934
26.096476,-80.383374
26.0992614,-80.1289941
26.0992614,-80.1289941
26.0992614,-80.1289941
26.1003159,-80.1293257
26.1003335,-80.1286334
26.1008209,-80.1305616
26.101919,-80.13075
26.1022735,-80.1369661
26.1025065,-80.2660544
26.1025127,-80.2660835
26.10601696,-80.20535186
26.1076663,-80.2711588
26.1123637,-80.2022982
26.112835,-80.40742
26.113558,-80.315516
26.1177929,-80.2546669
26.1191107,-80.2512296
26.119512,-80.130387
26.119513,-80.130386
26.120701,-80.198252
26.120701,-80.198252
26.121713,-80.285835
26.1219841,-80.3303518
26.1240752,-80.1378559
26.1251435,-80.1372899
26.1335621,-81.7760843
26.1342126,-80.1379078
26.1370071,-80.1459787
26.1389404,-81.77197
26.1389755,-80.1865418
26.140272,-80.1201722
26.1413136,-81.7947223
26.1457345,-80.3160508
26.1457345,-80.3160508
26.1457345,-80.3160508
26.1464054,-81.7951616
26.1471838,-80.1202246
26.1471839,-80.1202249
26.15056067,-97.64452562
26.1509747,-80.2570143
26.15118194,-80.25673561
26.153974,-80.322094
26.15525952,-80.13959334
26.155515,-81.766811
26.1565841,-80.1380302
26.15706,-80.31876
26.15923,-80.2568782
26.163728,-80.143132
26.1661033,-97.9907993
26.16675999,-80.11768501
26.166884,-80.11694
26.1669741,-80.1168766
26.1672642,-80.1114172
26.1675861,-80.1015791
26.1684135,-80.2691393
26.1688444,-80.118522
26.1688444,-80.118522
26.16897341,-80.10175429
26.1691173,-80.2939322
26.1691176,-80.2939324
26.1691684,-80.1018133
26.1718712,-80.2567174
26.17497896,-97.6776874
26.1751483,-81.7174811
26.175196,-81.717629
26.1753032,-97.9909646
26.17541595,-97.9913551
26.17696225,-80.09873589
26.18272503,-97.68020597
26.1833553,-80.2875286
26.18367502,-80.25272
26.18382169,-98.23573954
26.1863282,-80.1344026
26.1886151,-80.12778732
26.1889211,-80.1281776
26.1892629,-97.6804565
26.1894165,-80.132458
26.1898298,-80.1081407
26.1904282,-80.2518674
26.191362,-80.1327239
26.191362,-80.1327239
26.192787,-98.254971
26.20180384,-98.20379771
26.2018236,-98.2040785
26.2056367,-80.1083128
26.2068346,-80.252257
26.2099033,-80.1230815
26.2099033,-80.1230815
26.21175421,-81.77546263
26.2120018,-81.77867126
26.2127955,-80.1572323
26.214224,-81.776869
26.21575165,-98.23246765
26.2263369,-98.2991991
26.2288875,-80.1227191
26.230282,-80.102211
26.231559,-80.1093473
26.231562,-80.1093279
26.2318937,-80.0970794
26.2318974,-80.0964632
26.23199079,-80.09520225
26.235168,-80.209811
26.2354422,-80.1999136
26.23826,-81.76415
26.2395685,-80.1023572
26.24027677,-80.27693667
26.2402768,-80.2493921
26.2402768,-80.2493921
26.241793,-80.242227
26.2430369,-80.2536054
26.244618,-81.636165
26.24485414,-80.25199458
26.2465015,-80.2533015
26.2465015,-80.2533015
26.24796,-80.20944
26.25274462,-80.22491475
26.2542407,-98.2297972
26.261468,-80.148273
26.2637059,-80.16188858
26.2699409,-81.8023045
26.2706059,-98.232911
26.2706389,-80.26001
26.27129987,-80.25719997
26.2722482,-80.2326879
26.2722482,-80.2326888
26.2722483,-80.2327066
26.272563,-80.2324459
26.2740147,-80.1983845
26.2799376,-80.152165
26.28028594,-80.09688735
26.287178,-80.2700146
26.2873091,-80.2682719
26.2949163,-80.2372336
26.2971335,-81.801547
26.30239651,-98.17509312
26.30244581,-98.1751015
26.3034134,-98.1770015
26.3069891,-80.0924303
26.307684,-98.1563658
26.307684,-98.1563658
26.31393276,-80.0852376
26.3173067,-80.1558068
26.31759001,-80.14926506
26.3177972,-80.1509591
26.31855222,-80.13404064
26.3187067,-80.1006089
26.31871433,-80.1005408
26.3204491,-80.0905647
26.3209524,-80.1262238
26.3235293,-81.8046894
26.323797,-81.804566
26.33073,-81.832633
26.33100941,-98.15659124
26.3454861,-80.0852874
26.3490093,-80.0843234
26.34950189,-80.22744119
26.350675,-80.0855429
26.3511443,-80.0863094
26.3516093,-80.0836027
26.3520627,-80.0841797
26.353237,-80.086927
26.35401269,-80.0862478
26.3555396,-80.086654
26.3581102,-80.0853316
26.361224,-80.088254
26.365919,-80.165807
26.3662904,-80.1888488
26.3671728,-80.0902337
26.3676995,-80.0873054
26.3694515,-80.0845552
26.371749,-80.07711
26.376663,-80.076873
26.37670145,-80.07669061
26.37678795,-80.07680147
26.377805,-98.8385381
26.380355,-80.0764934
26.3861276,-80.0797738
26.3861276,-80.0797738
26.3942015,-80.0830428
26.3944627,-80.0841693
26.4022413,-80.0763056
26.4162187,-80.0745111
26.418693,-80.094227
26.4430365,-81.8103746
26.4482081,-80.0665134
26.449599,-81.819704
26.45082,-81.949501
26.4523323,-80.1471417
26.4560184,-81.9544565
26.460981,-80.072346
26.46132292,-80.06802825
26.46144,-80.068235
26.463779,-81.806474
26.4698095,-80.1070369
26.480624,-80.0893339
26.48668,-81.7875021
26.4898859,-81.8450639
26.4918017,-81.8455569
26.4918017,-81.8455569
26.4918017,-81.8455569
26.4946838,-80.0898247
26.5057091,-81.8583782
26.506573,-81.858043
26.5150789,-80.0572896
26.526649,-80.056442
26.5267969,-80.05658
26.5282121,-80.0888415
26.528232,-80.086434
26.528232,-80.086434
26.52863935,-80.06007708
26.52867913,-80.06016446
26.5296375,-80.1227298
26.53590046,-80.09051308
26.55071966,-80.07676609
26.5511254,-80.0749648
26.5542,-81.852024
26.554805,-81.870924
26.5550432,-80.1187044
26.5588759,-81.9100991
26.562401,-81.956909
26.56309348,-81.87166852
26.5639514,-81.8718333
26.56927474,-81.94358307
26.5695007,-80.1134635
26.57181764,-81.94358826
26.58213813,-81.87368687
26.5886158,-81.7459838
26.5906874,-80.1448959
26.5978527,-81.8717967
26.6010894,-81.6444278
26.601448,-81.973954
26.61213387,-81.87203033
26.6128605,-81.9414792
26.6141935,-81.6575777
26.6141935,-81.6575777
26.61484,-80.057719
26.615102,-81.797307
26.6154721,-80.0562473
26.61588573,-80.05367504
26.6179363,-80.0992253
26.61808752,-80.10032562
26.6214747,-81.9412177
26.6265386,-80.0572868
26.6265386,-80.0572868
26.631326,-80.1459463
26.63142395,-81.94110107
26.631971,-80.113399
26.6329265,-81.9571681
26.640628,-81.8723084
26.642165,-81.99564
26.648404,-81.9879969
26.64896965,-81.94158936
26.651056,-80.1494024
26.651056,-80.1494024
26.65717819,-81.96477704
26.6603369,-81.954527
26.660706,-80.266107
26.660706,-80.266107
26.6631449,-80.2661776
26.66463176,-80.08805752
26.6669112,-81.8889876
26.6672685,-81.9070958
26.6673675,-81.9142486
26.6676528,-81.9058244
26.670258,-81.93453
26.683097,-80.054331
26.6854335,-81.9045369
26.6855541,-81.8846824
26.68839776,-80.21074478
26.6907986,-80.0637874
26.6919239,-80.1123253
26.69325376,-80.11196671
26.6932656,-80.1362704
26.6932921,-80.1116663
26.69672983,-80.11105092
26.7051946,-81.7439331
26.7068155,-80.1150857
26.7069239,-80.2192161
26.7069879,-80.113058
26.7072483,-80.1320964
26.7075328,-80.1036486
26.7076605,-80.1639738
26.711147,-80.054484
26.713153,-80.0543456
26.720174,-80.113967
26.7259711,-80.0838785
26.7833873,-80.0542448
26.78346768,-80.10260046
26.80680124,-80.06122052
26.8069673,-80.0629155
26.8070508,-80.0758032
26.807493,-80.068286
26.807546,-80.069339
26.8078119,-80.0746267
26.80781203,-80.07462703
26.8078401,-80.0657581
26.8081914,-80.0657125
26.8087976,-80.1037522
26.809301,-80.076153
26.809301,-80.076153
26.84566006,-80.06089076
26.8460193,-80.0716186
26.8460193,-80.0716186
26.850876,-80.09551
26.8510922,-80.0837558
26.928887,-80.1230668
26.93387,-80.108968
26.9342246,-80.0942087
26.935116,-82.312849
26.9532395,-80.085982
26.9532395,-80.085982
26.975093,-82.087731
26.991039,-82.112699
26.999983,-82.12429
26.999983,-82.12429
27.004595,-82.168973
27.04402232,-82.23522852
27.046923,-82.2579635
27.05140793,-82.39667438
27.0515259,-82.4086897
27.0898524,-80.1519606
27.0997954,-82.4464056
27.10695091,-82.43572348
27.1649236,-80.2263194
27.1649237,-80.2263191
27.16986534,-80.22720231
27.1811769,-82.4830629
27.1840301,-80.2429134
27.22559507,-80.26544139
27.23070474,-80.26659541
27.2398374,-80.2702845
27.24471139,-80.22557739
27.2447405,-80.2256413
27.2646907,-82.5185303
27.265895,-82.528208
27.2677817,-80.2862693
27.269987,-82.497
27.270078,-82.4969663
27.2946364,-82.5309141
27.29766886,-82.46054247
27.298945,-82.4824525
27.30327108,-82.52874648
27.3071972,-82.4976269
27.316132,-82.530201
27.3161854,-82.53025
27.3161854,-82.53025
27.3162815,-82.5301412
27.3169644,-80.3847467
27.326322,-80.3225523
27.32640563,-80.32228464
27.3387319,-82.4687744
27.3387319,-82.4687744
27.33877376,-82.4683933
27.3427194,-82.4988301
27.3519785,-82.5291118
27.3519785,-82.5291118
27.3607058,-82.5494855
27.39170034,-82.50346486
27.4043122,-82.5062722
27.4199004,-82.4722401
27.4201171,-80.3762413
27.462036,-82.6136719
27.4622947,-82.643788
27.4631703,-82.5872252
27.46368,-82.617971
27.46368,-82.617971
27.46515656,-82.5652763
27.4721447,-81.4503235
27.4872019,-81.4817588
27.4925829,-82.4800606
27.496354,-82.618083
27.497656,-82.633499
27.508389,-81.4928694
27.508389,-81.4928697
27.508389,-81.4928694
27.51975589,-82.5731587
27.51976213,-82.57320497
27.52105942,-82.54985301
27.5215669,-82.5261151
27.5216109,-80.3983235
27.530317,-99.492884
27.552458,-99.4820141
27.55989161,-99.44510839
27.561281,-99.444321
27.5666667,-99.4989721
27.5666667,-99.4989721
27.5666667,-99.4989721
27.5869354,-80.3966712
27.6194798,-80.393199
27.633295,-80.513397
27.633295,-80.513397
27.633295,-80.513397
27.63854085,-80.40100901
27.6691689,-97.2825806
27.6801228,-97.3731907
27.6938958,-97.36429453
27.7047582,-97.3877623
27.70556335,-97.37178409
27.7241639,-82.6793683
27.72614475,-97.38104848
27.7705333,-82.7293036
27.77057572,-82.39396829
27.7705807,-82.7278348
27.770907,-82.642617
27.771315,-82.665038
27.77219811,-82.6514585
27.78151667,-82.71414534
27.7848019,-82.68011916
27.78739081,-97.39590428
27.7910151,-97.4440537
27.7932155,-82.3740927
27.8022321,-82.7429829
27.8027862,-82.7992882
27.8073873,-80.4646235
27.810605,-82.6383354
27.8141052,-82.7729671
27.8143149,-82.7726847
27.8143149,-82.7726847
27.821237,-82.716106
27.8272568,-82.7873233
27.828813,-82.691384
27.829415,-82.72876904
27.8343837,-82.6385936
27.83616984,-82.72815402
27.8386908,-82.7331528
27.8390572,-82.7333923
27.8391447,-82.6914873
27.83923149,-82.72681732
27.8393726,-82.6945593
27.840073,-82.784882
27.84336472,-82.31294716
27.849033,-82.639107
27.85470853,-82.53479004
27.85470853,-82.53479004
27.85470853,-82.53479004
27.85470853,-82.53479004
27.8550783,-82.7006429
27.8570527,-82.63833
27.8572747,-97.62922939
27.8578832,-82.7869729
27.8616058,-82.8474991
27.862403,-82.7287577
27.873886,-82.7869626
27.8752531,-82.3272592
27.875395,-97.212206
27.87606,-82.326267
27.8760808,-82.32638
27.8815048,-82.728985
27.8853088,-97.3182792
27.8916693,-82.7826593
27.8923905,-82.6772725
27.8935073,-82.7385929
27.8935126,-82.7389691
27.89356288,-82.73495592
27.8935758,-82.2842521
27.8937596,-82.5251669
27.89379662,-82.75275402
27.89398073,-82.7509673
27.8943166,-82.75294
27.8943716,-82.3300963
27.8947567,-82.7145549
27.8948058,-82.6868834
27.8949802,-82.7457074
27.8952954,-82.7457051
27.9027274,-82.7291794
27.9085629,-82.517996
27.909402,-97.144733
27.9126992,-82.5057937
27.9161346,-82.7615117
27.916146,-82.756538
27.91983573,-82.49786495
27.9218619,-82.29512791
27.9292879,-82.5061577
27.9294101,-82.504966
27.929491,-82.786912
27.9296395,-82.5060599
27.9312118,-82.325879
27.9312118,-82.325879
27.9343589,-82.2930053
27.9344147,-82.2928804
27.9348567,-82.2943319
27.9368614,-82.2847527
27.93777083,-82.26510831
27.9378387,-82.2968237
27.9382002,-82.2956176
27.9382002,-82.2956176
27.938231,-82.776393
27.939589,-82.482718
27.939589,-82.482718
27.94350017,-82.50717904
27.9442475,-82.4744481
27.94454126,-81.97411012
27.945113,-82.497915
27.9451377,-82.5171578
27.9452221,-82.5094493
27.94527837,-81.97346934
27.945855,-81.973298
27.946262,-82.434917
27.947222,-82.458611
27.9507015,-82.4593086
27.951738,-82.526763
27.9520836,-81.8706011
27.9523162,-82.4962128
27.9597851,-82.799798
27.9597851,-82.799798
27.9601147,-82.7540749
27.96038384,-82.44203389
27.9603987,-82.439561
27.9604096,-82.439621
27.960462,-82.434127
27.9605882,-82.7225054
27.9606056,-82.7440366
27.9608557,-82.4427811
27.966084,-82.797775
27.9661881,-82.5005371
27.9678757,-82.7549578
27.9744398,-82.7090484
27.9790299,-82.2854935
27.9816,-82.5537163
27.981794,-82.827316
27.9820772,-82.82559924
27.99561452,-82.38702777
27.9966119,-82.5787339
27.9966119,-82.5787339
27.998039,-82.352371
28.00445938,-81.9569931
28.008344,-82.484136
28.01129225,-81.92431508
28.012829,-82.125592
28.01576656,-81.95719317
28.017635,-82.736472
28.0193595,-82.7689213
28.0193595,-82.7689213
28.01946759,-82.76962185
28.0204141,-82.7360623
28.021496,-97.0575139
28.025512,-82.571295
28.0257193,-82.5596594
28.0257229,-82.5599388
28.0257229,-82.5599388
28.029723,-82.607767
28.03018721,-82.45974049
28.0330273,-82.6492688
28.033826,-82.484505
28.0339553,-82.7832489
28.0343406,-82.7383498
28.0343406,-82.7383498
28.0356532,-80.6264326
28.0359529,-80.6173048
28.03595301,-80.61730497
28.03674398,-82.65903818
28.037589,-80.66921
28.0376834,-80.6633309
28.0382711,-82.7383801
28.03886157,-82.73879752
28.0389321,-82.7389306
28.0390888,-82.64814679
28.0399524,-82.6788055
28.04208631,-82.67477973
28.04223061,-82.67405701
28.0423009,-97.0425351
28.04579911,-82.73904144
28.045852,-81.74755
28.046197,-81.955831
28.046618,-82.690298
28.0499503,-82.5041808
28.0539299,-82.4375183
28.0543327,-82.4284707
28.054545,-82.426726
28.0562431,-82.5434228
28.0639835,-82.5511445
28.0648993,-82.4590809
28.0683611,-82.5762139
28.06858635,-82.44061745
28.0689731,-82.4375448
28.0692084,-82.4455212
28.0786645,-82.5067529
28.078778,-80.6756052
28.079247,-82.459686
28.0793432,-80.644932
28.07967454,-80.60451714
28.08132586,-82.43557345
28.0817352,-82.7672831
28.081956,-80.6509865
28.0823162,-82.4137276
28.083141,-82.73917
28.083771,-82.543746
28.0869646,-82.4698603
28.08994688,-81.97808463
28.0900579,-81.9766659
28.09055548,-81.97817708
28.0911574,-81.9739389
28.0992971,-82.7398699
28.109594,-81.973802
28.1148581,-80.70765283
28.1152024,-80.7076304
28.1163781,-80.6898023
28.12266159,-82.73936462
28.1235876,-82.46288404
28.1240546,-80.6721381
28.1240546,-80.6721381
28.126019,-82.371182
28.126019,-82.371182
28.126019,-82.371182
28.134953,-80.6711483
28.13501453,-82.75800705
28.13659287,-81.97590637
28.13659287,-81.97590637
28.136959,-80.5830084
28.1400546,-82.7565911
28.145958,-82.754088
28.1467921,-81.4505603
28.1473819,-81.4472476
28.1526013,-80.5998601
28.160717,-81.601944
28.1639521,-80.6723548
28.1741664,-80.6738457
28.17793447,-82.7401185
28.1787544,-82.7405401
28.1806109,-80.6710734
28.1806109,-80.6710734
28.18474969,-82.46590348
28.18874866,-82.34765463
28.19228647,-82.46492755
28.197292,-81.2928414
28.198258,-82.739749
28.198258,-82.739749
28.210001,-82.36078
28.21417,-82.738466
28.219303,-82.728494
28.22011612,-82.24707652
28.220227,-82.246984
28.2203325,-82.6661983
28.2203573,-82.6661982
28.22226394,-81.64319792
28.22290532,-82.38151531
28.2458431,-81.2697583
28.2476031,-81.3075509
28.2477561,-81.3078852
28.2478,-82.4962
28.2543261,-82.4709673
28.25713,-81.462198
28.25894,-82.705085
28.2598524,-81.5881929
28.26363566,-82.18676403
28.2638853,-81.3306047
28.2667719,-82.1880565
28.275431,-81.339309
28.2805994,-82.699725
28.2813388,-82.6760148
28.2894817,-82.7117888
28.2941209,-81.4057161
28.29675268,-80.7234031
28.304096,-81.399316
28.30448,-81.446796
28.305018,-81.448735
28.3058922,-81.4340819
28.3069789,-81.4419731
28.311365,-82.698908
28.311365,-82.698908
28.3182326,-80.6089095
28.3187236,-80.6103275
28.3236266,-81.4042467
28.3280898,-82.6993806
28.33027022,-81.51573534
28.33194351,-81.51560974
28.3330022,-81.497156
28.3362773,-81.4796109
28.3363381,-81.4796213
28.3381527,-82.69981796
28.3406196,-81.3837201
28.346218,-81.6301373
28.3463591,-81.6599238
28.3549241,-82.1877291
28.3555949,-80.7331295
28.3558589,-80.7265372
28.3559815,-80.7284268
28.3571579,-80.6973414
28.3574251,-80.6106856
28.3579992,-80.6094013
28.3633752,-81.3673232
28.3665716,-81.4258554
28.3712212,-81.6846853
28.3812679,-80.6055573
28.38417992,-81.50153302
28.39437165,-81.40408739
28.39548269,-81.40398212
28.39653591,-81.40416082
28.402792,-97.7488286
28.40490936,-81.4564763
28.40500432,-81.45633314
28.40503116,-81.45662181
28.4173709,-97.755744
28.4357989,-82.6387832
28.43614385,-81.47202875
28.4362157,-81.47194
28.43624248,-81.47201644
28.4428454,-81.4757756
28.4429395,-81.4757004
28.4456895,-81.395417
28.449074,-81.4022095
28.449449,-81.471188
28.449449,-81.471188
28.45049611,-81.40286766
28.4543663,-81.4097078
28.4543663,-81.4097078
28.4543663,-81.4097078
28.4543663,-81.4097078
28.4581979,-81.4697387
28.4602908,-81.3994624
28.4627932,-82.5407651
28.46301398,-81.45543996
28.46471897,-82.51562749
28.4664956,-81.3978302
28.4768669,-82.4892646
28.4800782,-81.3293372
28.48476,-81.458188
28.4909511,-81.3731331
28.4909511,-81.3731331
28.4912556,-81.3731596
28.5026639,-81.376254
28.5078477,-81.4259102
28.513198,-81.374785
28.5133078,-81.3710757
28.51606181,-81.48450189
28.5162852,-81.3761939
28.5162852,-81.3761939
28.5164992,-81.6190879
28.5232271,-81.3286141
